/home/sise/sda/gyj/EDE/nil-len/min6/359835.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/911773.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/359835.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/512226.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/911773.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/512226.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/414323.java,2,115,/home/sise/sda/gyj/EDE/nil-len/min6/311978.java,2,115
/home/sise/sda/gyj/EDE/nil-len/min6/359835.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/334117.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/911773.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/334117.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/512226.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/334117.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/17293790.java,2,12,/home/sise/sda/gyj/EDE/nil-len/min6/21858888.java,2,23
/home/sise/sda/gyj/EDE/nil-len/min6/202241.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/59199.java,2,7
/home/sise/sda/gyj/EDE/nil-len/min6/21858888.java,2,23,/home/sise/sda/gyj/EDE/nil-len/min6/11519008.java,2,14
/home/sise/sda/gyj/EDE/nil-len/min6/17293790.java,2,12,/home/sise/sda/gyj/EDE/nil-len/min6/11519008.java,2,14
/home/sise/sda/gyj/EDE/nil-len/min6/9733441.java,2,12,/home/sise/sda/gyj/EDE/nil-len/min6/7052764.java,2,20
/home/sise/sda/gyj/EDE/nil-len/min6/1612068.java,2,11,/home/sise/sda/gyj/EDE/nil-len/min6/4133428.java,2,11
/home/sise/sda/gyj/EDE/nil-len/min6/202241.java,2,7,/home/sise/sda/gyj/EDE/nil-len/min6/4328782.java,2,7
